,D004827
39491__47770_204516,-0.29050868610369
1735__1623_28111,0.015140907712296515
53345__573_1286,-0.1206308930430441
584__287_582,-0.5303422379651261
1358__1351_1363,-0.4834287405284817
1283__1318,-0.3845776179766563
154046__310297,-0.0
329__501496,-0.8304739083463715
116085__384638,0.08501656131061792
310298__376804,-0.0
54291__158836,-0.4920005242909937
1352__562_820,-0.08842943086005102
550__40214_40324,-0.5869073948084823
39488__216816,0.015579047791608841
363265__45851_454155,-0.0
287__582,-0.5872914997479397
562__820,0.2976134316147939
457412__751585,-0.0
40545__665951,-0.1785764867507381
39486__626940,-0.0
573__1286,-0.7995942263137463
1623__28111,0.10649941706182822
1354__328814_1118061,-0.4811397265867096
46228__28116_46506,-0.01830682201930117
1680__43765_411489,-0.5278075489139358
1351__1363,-1.1583732960532167
817__322095,-0.4088416590622965
371601__40518_46503,-0.010939199847856762
45851__454155,-0.05971961017555806
166486__552398,-0.11719334142271412
47770__204516,0.08902157871880623
546__1689_33038,-0.8258328739348761
328813__624_28126,-0.5734684692702163
387090__39492_47678,0.2751867809108579
626933__823_487174,0.04398068664514433
100886__165179_218538,0.6243608716085759
28116__46506,0.13442666527882724
40518__46503,-0.3804637209786728
33043__853_357276,0.5488273299189773
39492__47678,-0.19762115591193244
165179__218538,0.2020903839748855
33039__821_246787,0.008041548047840484
823__487174,0.4498142752039943
853__357276,-0.3991508798426086
328814__1118061,-0.2427927758478787
28125__818_28117,0.33912769162737294
239935__301301,0.05467092261254435
821__246787,-0.3395163274534591
43765__411489,-0.5242363820701642
296__674529,0.6501881291141115
818__28117,0.7692945056656422
291644__328812,0.5890728126899094
729__40520,-0.32060059943848845
624__28126,-0.34392180853096443
1689__33038,-0.08247592335648928
40214__40324,0.31897487649166345
303__1681_261299,0.014062181846809366
1681__261299,-0.0
