"","39491__47770_204516","1735__1623_28111","53345__573_1286","584__287_582","1358__1351_1363","1283__1318","154046__310297","329__501496","116085__384638","310298__376804","54291__158836","1352__562_820","550__40214_40324","39488__216816","363265__45851_454155","287__582","562__820","457412__751585","40545__665951","39486__626940","573__1286","1623__28111","1354__328814_1118061","46228__28116_46506","1680__43765_411489","1351__1363","817__322095","371601__40518_46503","45851__454155","166486__552398","47770__204516","546__1689_33038","328813__624_28126","387090__39492_47678","626933__823_487174","100886__165179_218538","28116__46506","40518__46503","33043__853_357276","39492__47678","165179__218538","33039__821_246787","823__487174","853__357276","328814__1118061","28125__818_28117","239935__301301","821__246787","43765__411489","296__674529","818__28117","291644__328812","729__40520","624__28126","1689__33038","40214__40324","303__1681_261299","1681__261299"
"ERR2239509",2.77326660304053,0,0,0,0,0,0,0,0,0,0,-5.59213689686977,0,0,0,0,-0.324588115016575,0,0,0,0,0,0,-3.40478173509618,0,0,0,-2.35346919249923,0,4.10458816527367,-5.03682665857334,0,0,0,0,0,-5.89725495386911,-4.07632821545677,-2.94353370093257,0,0,0,0,5.09834992380646,0,-2.38361038280033,0,0,0,0,-4.12853428845887,0,0,0,0,0,0,0
"ERR2239514",0,0,0,0,0,0,0,0,0,0,0,-3.0456262647029,0,0,0,0,-5.27517943133164,0,4.5093166530749,0,0,0,-2.66139492504719,-2.53669711846061,4.75843305919113,0,5.22838300826443,0,0,0,0,0,0,0,0,0,4.39368829258734,0,-3.13315422590624,0,0,-2.9971912418522,0,5.42678230721874,-4.6096712291877,0,5.43089302398195,-5.19128751088848,0,0,0,0,0,0,0,0,0,0
"ERR2239532",5.08116002565811,0,0,0,0,0,0,0,0,0,0,-3.08449737904317,0,0,0,0,-5.34250617631581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.46955417076585,0,0,0,0,-5.94904959231123,-4.27739329581008,0,-5.9069213614735,0,0.025609952733477,0,-2.43322096902406,0,0.28892272219944,0,0,-4.21446234439165,0,0,0,0,0,0,0
"ERR2239556",5.4798645945213,0,0,0,0,0,0,0,0,0,0,-5.54972838413322,0,0,0,0,3.02887603947647,0,0,0,0,0,0,3.89070385627732,0,0,0,-2.10300729203344,0,0,0,0,0,0,0,-3.2007641198229,0,-3.64251547848975,-4.7545047288354,0,5.54388607857674,0,0,-0.553482197221728,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239577",3.76937450620976,0,0,0,0,0,-4.8167684090711,0,0,0,0,0,0,0,0,0,0,0,4.21900736823494,0,0,0,0,-3.27045843095071,0,0,0,0,0,5.78595763025657,-4.44265057350101,0,0,0,0,0,-5.66460016644863,0,-2.64841797396335,0,0,-2.93544775268226,0,4.58719449058315,0,0,0,5.08434465060956,0,0,0,0,0,0,0,0,0,0
"ERR2239578",0,-2.54264216587197,0,0,0,0,0,0,0,0,0,-6.42924587851613,-4.84789938192645,0,0,0,1.44846153363195,0,0,0,0,-4.40398541675722,-1.98967537697062,0,0,0,0,0,0,0,0,0,0,-2.4309091563693,0,0,0,0,0,4.21045816741603,0,-2.64562273759325,0,0,3.44621884348188,-2.24157373947701,0,4.58235299917098,0,0,-3.88251960568634,0,0,0,0,0.0306792748011783,0,0
"ERR2239579",5.61291467172354,-2.19184231605826,0,0,0,0,0,0,0,0,0,-3.7401196172924,0,0,-4.52768485625047,0,6.47807720353551,0,0,0,0,-3.79638225359234,0,-2.16558761624331,0,0,0,0,0.420384540939594,0,0,0,0,0,0,0,3.75090777957539,0,-2.66710025544954,0,0,-2.11076103601351,0,4.61955315131853,0,0,4.3649952557128,3.65594535701212,0,0,0,0,0,0,0,0,0,0
"ERR2239582",-2.72692757774799,0,0,0,0,0,0,0,0,0,0,-2.72646259568032,0,0,0,0,-4.72237174065443,0,0,0,0,0,0,-2.41635142185444,0,0,0,0,0,0,-4.72317711322026,0,0,-3.02795787050345,-2.98361389636818,0,4.18524343159318,0,0,-5.24457687489004,0,-6.3195926875734,-5.16777085867824,0,0,-5.01276782726266,0,-1.08496957433554,0,0,-0.25438698680201,0,0,0,0,0,0,0
"ERR2239583",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.9409366117459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.4786802459531,0,0,0.447829808587533,0,6.02525092927696,0,-2.45192009496058,0,0.17667429163237,0,0,-4.24685018057083,0,0,0,0,0,0,0
"ERR2239584",5.00956374684977,0,0,0,0,0,0,0,0,0,0,-2.34111044753745,0,0,0,0,4.05492224126517,0,2.46792059604127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.35566667160003,0,-5.88283061356003,0,0,-2.5421983166156,-2.34808355333905,3.27158824465413,0,0,4.4032166472943,0,0,0,0,0,-2.60020043141604,0,0,2.21603549904658,0,0,0,0,0
"ERR2239585",5.104449987091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.69132362694044,0,0,0,0,5.64559526395754,0,0,-5.74383943961782,0,-4.66150926147138,-2.76297383935737,0,0.39604053707331,-3.01878593890539,0,-4.78561106975061,0,-3.02958512523427,0,5.22869062335865,0,0,-5.24739536276068,0,0,0,0,0,0,0
"ERR2239586",2.31165566671694,0,-2.37510935059895,-2.82297165179108,0,0,0,0,0,0,0,-3.55501939277754,0,0,0,4.8895303292288,6.15747421018336,0,0,0,4.1138100687693,0,0,0,0,0,0,0,0,0,-4.52670006299464,0,0,0,0,0,0,0,-2.6267958208976,0,0,0,0,4.54974382290424,0,-2.7028862710611,0,0,0,-4.38328762094855,-4.68153634855821,0,0,0,0,0,0,0
"ERR2239590",6.0726075739524,0,0,0,0,0,0,0,0,0,0,-3.58500546400111,0,0,0,0,6.20941160906196,0,0,0,0,0,0,-2.91280126216497,0,0,0,-5.00791499772578,0,0,0,0,0,0,0,0,-5.04511977842048,-0.573516895521098,-2.19620522531853,0,0,-3.0341310256107,0,3.80393903409995,0,-4.75214070845632,0,5.2552690931788,0,0,0.67582116502371,0,0,0,0,0,0,0
"ERR2239595",0,0,0,0,0,0,0,0,0,0,0,-3.12702661744372,0,0,0,0,-5.41616897803277,0,0,0,0,0,0,-2.69555188285214,0,0,0,-2.76299045230132,0,5.0568242566973,0,0,0,0,-2.89266389044735,-2.78184629088791,4.66883281553786,-4.78563984421361,0,0,-4.81829911466488,2.54291147332631,5.01024082747467,0,0,-2.70059777289033,0,5.39449971616033,0,0,-4.67757255345341,0,0,0,0,0,0,0
"ERR2239596",5.9188496992502,0,0,0,0,0,0,0,0,0,0,-5.94928072560954,0,0,0,0,2.19802678019053,0,0,0,0,0,0,-2.98096900900912,0,0,0,-2.48231048290658,0,0,0,0,0,0,0,0,5.16318977939204,-4.29948787655503,-2.53272996668781,0,0,-2.57407042029798,0,4.38681698415552,0,-5.05876819598921,0,-4.45842075021627,0,0,-0.192822110420437,0,0,0,0,0,0,0
"ERR2239599",0,0,0,0,0,0,0,0,0,0,0,-6.06969119983152,0,0,0,0,0.859576950268691,0,0,0,0,0,0,0,0,0,0,0,0,4.59245696736726,0,0,0,5.17423834777485,-2.48587172085733,0,0,0,-5.50501642879199,0,0,-3.15332031530947,-4.30565612162357,-0.30899529647066,0,0,0,5.46171099865512,0,0,0,0,0,0,0,0,0,0
"ERR2239604",0,0,0,0,0,0,0,0,0,0,0,-6.17185065072561,0,0,0,0,0.985655559008797,0,0,0,0,0,-2.63511375424217,0,0,0,0,0,0,0,0,0,4.95835406844947,0,0,-2.82414730286788,0,0,-3.19223204765826,0,-4.89156661662577,0,0,-5.52910809609374,4.56415090607101,0,4.33501513986266,0,0,0,0,0,0,0,0,0,0,0
"ERR2239606",5.74390257977732,0,0,0,0,0,0,0,0,0,0,-2.99731738444484,0,0,0,0,-5.19150599626792,0,0,0,0,0,0,-2.43160586486602,0,0,0,0,0,0,0,0,0,-2.64922047293232,2.50448687872762,0,-4.21166490193041,0,-6.08778422708557,4.58858445957043,0,-2.63682331525047,-4.54630897287166,-0.0364043268061851,0,0,0,-4.56711195259603,0,0,0,0,0,0,0,0,0,0
"ERR2239610",0,-2.9833298000474,0,0,0,0,0,0,0,0,0,-2.78832184476174,0,0,0,0,-4.82951510298151,0,4.13787956588411,0,0,-5.1672787894164,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.20557526014278,0,0,-6.72535035303175,0,-3.82016841048424,0,0,-0.322939091768864,0,-2.92716507441028,0,0,0,0,-5.06999863101973,0,0,0,0,0,0,0
"ERR2239613",0,0,0,0,0,0,0,0,0,0,0,-5.96935443721952,0,0,0,0,1.37028862719693,0,0,0,0,0,0,-2.62267632926857,0,0,0,0,0,0,0,0,0,0,0,0,-4.54260865410141,0,-5.21271370728599,0,0,-5.44530359300192,0,-0.0819948678855011,0,-2.84243883719956,0,0.00968325404659346,0,4.29757197831974,-4.92324848343663,0,0,0,0,0,0,0
"ERR2239615",0,-2.54660665260173,0,0,0,0,0,0,0,0,0,-2.36732519880551,0,0,0,0,4.10032752236924,0,0,0,0,-4.4108521091991,0,0,0,0,0,-2.45587635297791,0,0,0,0,0,-3.32096088236549,-2.85309160898649,0,0,-4.2537026204647,0,-5.7520729782058,0,-2.94780962100938,-4.94169962541303,0,0,-6.0389779487489,0,5.10575603462861,0,0,0.0888509086224808,0,0,0,0,0,0,0
"ERR2239623",4.92253782547378,0,0,0,0,0,0,0,0,0,0,-6.1513160521219,0,0,0,0,0.412922888120201,0,0,0,0,0,0,0,0,0,0,-2.75135855150448,0,0,0,0,0,-2.58532505484825,0,-2.75717526782919,0,4.76549280104487,-3.09259581433594,-4.47791434907796,-4.77556764925248,-2.71800428999102,0,5.3565330777047,0,-2.75428058953656,0,4.70772152545461,0,0,-4.77055391937809,0,0,0,0,0,0,0
"ERR2239627",6.04315754404922,0,0,0,0,0,0,0,0,0,0,-3.11441509477279,0,0,0,0,-5.39432518000591,0,0,0,0,0,0,0,0,0,0,-2.61946861512448,0,0,0,0,5.87287579985695,0,-2.62585903592212,0,0,-4.53705273022768,0,0,0,-2.90334612561781,-4.54812126373094,0,0,-2.86202697130382,0,5.02874300152829,0,0,-4.95717612693069,0,0,0,0,0,0,0
"ERR2239629",0,0,0,0,0,0,0,0,0,0,0,-5.91491963338301,0,0,0,0,1.19611707134092,0,0,0,0,0,0,0,4.54377480166089,0,4.03804896739077,0,0,0,0,0,0,-2.90125992736277,0,0,0,0,-2.46977345756068,-5.02512960015591,0,-2.73274733355571,0,4.27777311168016,0,-2.32592907642587,5.72710154987634,4.73325722596686,0,0,-4.02862733517136,0,0,0,0,0,0,0
"ERR2239630",0,-2.33026109197224,0,0,0,0,0,0,0,0,0,-5.85261844107657,0,0,0,0,1.24070800489325,0,0,0,0,-4.03613060619685,0,0,-2.80969375361984,0,0,0,0,0,0,0,0,-2.42941733293563,0,0,0,0,-6.24981234787343,-4.20787425343299,0,0,0,-0.349145748955872,0,-2.49036242298392,0,0,-4.86653233497847,0,-4.31343424586849,0,0,0,0,0,0,0
"ERR2239632",0,0,0,0,0,0,0,0,0,0,0,-6.13953867211076,0,0,0,0,1.33122784166282,0,4.72962384642039,0,0,0,-2.7446766407532,0,0,0,0,0,0,0,0,0,5.48969466286257,-2.49448091955235,0,0,0,0,-2.49380552914474,-4.32056769117581,0,-2.64506292901548,0,-4.31939788067488,-4.75391939213201,0,4.39652451714496,4.58138338227176,0,0,0,0,0,0,0,0,0,0
"ERR2239633",6.31594927942524,0,0,0,0,0,0,0,0,0,0,-3.16795291227541,0,-4.18275924841502,0,0,-5.4870554000468,0,0,0,0,0,0,0,5.32254710353375,0,0,-2.46540411372942,0,0,0,0,0,6.56527674944954,0,0,0,4.27020518616867,-2.55129193451238,0,0,-2.81455361620061,0,4.41896725551613,0,-2.5397160345391,0,4.87494986388618,0,0,-4.39891720861907,0,0,0,0,0,0,0
"ERR2239634",6.96492321356336,-2.86772767676286,0,0,0,0,0,0,0,0,0,-3.2011223678351,0,0,0,0,-5.54450658233558,-4.72697282545335,0,0,0,-4.96705003842474,-2.48981982159729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.85240985101242,0,0,-2.86094256446961,0,-4.94051878596348,4.31249443269859,0,0,4.95529787919777,0,0,0,0,0,0,0,0,0,0
"ERR2239635",5.76467353620746,0,0,0,0,0,0,0,0,0,0,-3.52966584214257,0,0,0,0,6.11356057233133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.7306953437745,-4.37961382093669,0,0,0,-2.53828702435061,-0.468260864356197,0,-2.08390331768155,-0.0155198269440336,4.39644209036808,0,-2.25300997069027,0,-3.60942642428579,0,0,-3.90232773919481,0,0,0,0,0,0,0
"ERR2239636",0,0,0,0,0,0,0,0,0,0,0,-5.70458941745518,0,0,-2.14807635047494,0,2.43601287933425,0,0,0,0,0,0,0,0,0,0,-2.19532708157256,3.72057737755973,0,0,0,0,0,-2.16433749610132,-3.49605122547125,0,-3.80241804451557,-4.92992957777333,0,6.05533834837964,0,-3.7487425079739,-0.4976130739269,0,-2.53528650227742,0,0,0,0,-4.39124503368809,0,0,0,0,0,0,0
"ERR2239639",0,0,0,0,0,0,0,0,0,0,0,-3.05142938626508,0,0,0,0,-5.28523073271984,0,0,0,0,0,-2.77962498892688,-2.82095559131799,0,0,0,5.10806826042073,0,0,0,0,5.93980743983824,0,0,0,4.88603841005827,0,-2.96852297006747,0,0,-3.24428277940456,0,5.14163260759213,-4.81445170680943,-5.46685259565267,0,5.61926260804946,0,0,-0.508051234538403,0,0,0,0,0,0,0
"ERR2239640",-2.39325686909673,0,0,0,0,0,0,0,0,0,0,-6.69713641175987,0,0,0,0,0.716479581476091,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.14524249283876,0,0,-2.21173894009769,0,0,0,0,-2.97594292480328,3.83084421732773,0,-5.48353281294521,0,5.15448434618442,0,-4.86098295769558,0,0.863230326341393,0,0,0.32982462561437,0,0,0,0,0,0,0
"ERR2239642",0,0,0,0,0,0,0,0,0,0,0,-2.65701944722046,0,0,0,0,-4.6020926792844,0,0,0,0,0,0,0,0,0,4.36325590557986,0,0,4.99391631609314,0,0,0,0,0,0,0,0,-3.26409927510882,0,0,1.76726711219891,0,5.65358578543723,0,-2.8545700514754,0,5.82050786347512,0,0,4.94426036291989,0,0,0,0,0,0,0
"ERR2239645",4.95171186607788,0,0,2.41779000267824,0,0,0,0,0,0,0,-5.99572332591937,0,0,0,0.123101186754865,-0.0577655251986045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.10346611228598,0,0,0,0,-0.609747619418719,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239648",0,0,0,0,0,0,0,0,-4.90964663762029,0,0,-2.73432017567772,0,0,0,0,-4.73598146843447,-5.38472308085692,0,0,0,0,0,0,0,0,0,-2.8540369955643,0,0,0,0,0,0,0,0,0,4.9433370829986,-2.5747960260852,0,0,-2.98943350660636,0,4.45967753630601,0,-2.62670102882209,0,5.17785071929101,0,0,-4.54957963821329,4.57922911743001,0,0,0,0,0,0
"ERR2239669",5.43441675106336,0,0,0,0,0,0,0,0,0,0,-2.92189458973042,0,0,0,0,-5.06086988377371,0,0,0,0,0,0,0,0,0,0,-2.79056801924418,0,0,0,0,0,-2.79320455834902,0,-2.8260053615583,0,4.83340559130777,-5.9791585550523,4.83797221099348,-4.89478486868104,-2.57702437199797,0,1.03269888135323,0,-2.68422445942884,0,-4.46353714464377,0,0,-4.64921314264985,0,0,0,0,0,0,0
"ERR2239674",4.58384587328639,4.42162523644323,0,0,0,0,0,0,0,0,0,-3.7194495734351,0,0,0,0,6.44227563737999,0,0,0,0,0,-2.34798884155516,0,0,0,0,0,0,0,0,0,0,-2.62661024982224,0,-2.42016277071917,0,0,-2.31533167012064,4.5494224043733,4.19184488147226,-2.38318026142757,0,4.01027208902226,-4.06683596917832,-2.98423527257078,0,4.12778929638783,0,0,-5.16884711383176,0,0,0,0,0,0,0
"ERR2239675",5.4324347403909,0,0,0,0,0,0,0,0,0,0,-3.53200594195431,0,0,0,0,-6.11761374410003,-4.95563044966166,0,0,0,0,0,-2.96140748661208,0,0,4.27938761674202,0,0,0,0,0,0,0,0,0,5.12930822872698,0,-5.83106224858675,0,0,0,0,-1.34253570023942,0,-2.42917198256076,4.22555655010136,0,0,0,-4.20744929411806,0,0,0,0,0,0,0
"ERR2239677",4.62627059057258,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.80509274968655,0,0,0,0,-4.43326356916778,0,0,0,0,0,0,0,0,4.85856316240019,0,0,6.85730845014025,0,0,0,-2.52999758829684,0,0,-4.98212442512184,0,4.38208436595685,-2.2492062579926,0,0.904956103203275,0,-2.15187292045405,0,3.89573951554505,0,0,-3.72715322965803,0,0,0,0,0,0,0
"ERR2239685",5.24748878589664,0,0,0,0,0,-4.3559407653001,0,0,0,0,-5.81308587289818,0,0,3.71339975299187,0,0.885185834326145,0,0,0,0,0,0,0,0,0,0,0,4.31310484317871,0,0,0,0,-3.22415592838855,0,0,0,0,2.57957106312431,5.58440187949337,0,0,0,4.82809098603201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239703",0,0,0,0,0,0,0,0,0,0,0,-5.76534848984389,0,0,0,0,0.536077239425869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.78524740666177,0,0,0,-3.34955935171716,0,0,-2.4677524553727,-4.82419001998765,-5.8016069801416,0,-2.61274912771707,0,4.27427263320837,0,0.376246742779197,-4.52541423663724,0,0,0,0,0,0,0
"ERR2239708",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.71674753999658,0,0,-2.49951104355227,4.57568958503619,0,0,0,-5.4702045968343,0,0,0,0,0,0,0,0,0,0.452334342395493,-6.54933981177016,0,0,0,0,-0.702945094952874,4.32928012151204,-2.38990934711106,0,0,0,0,-4.13944441468011,0,0,0,0,0,0,0
"ERR2239711",4.9489782847839,0,0,0,0,0,0,0,0,0,0,-2.46803519538709,0,0,-3.33156273347155,0,4.27476235327863,0,4.41677858340831,0,0,0,-2.4717137465036,0,0,0,0,0,5.77043592297578,0,0,5.90094627684256,0,0,0,3.77355926358613,0,0,-2.94661921087504,0,3.90776059632196,0,0,5.10369418379408,4.28113379071065,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR2239715",6.27986415056205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.30186629888719,0,0,-2.991567778024,0,5.71900018947201,0,-5.32957026489002,-0.726829036691015,-5.18154738582349,0,0,0.761204584387278,-3.91655116559588,0,0,0,0,0,0
"ERR2239717",2.31224247599494,0,0,0,0,0,0,0,0,0,0,-2.95457572822512,0,0,5.11180252927018,0,-5.11747527609573,0,0,0,0,0,0,0,0,0,0,-2.28273365061884,0,0,-4.75980503876336,0,0,-3.07273256045401,0,0,0,-3.95381066301901,-3.03534860327266,5.32212891277755,0,-2.61180566202234,0,5.25737799955148,0,-2.86916918134883,0,4.52378010611876,0,0,-4.96954679760698,0,0,0,0,0,0,0
"ERR2239718",6.23937736480995,0,0,0,0,0,0,0,0,0,0,-6.0374401474741,0,0,0,0,0.225113145495567,0,0,0,0,0,0,-5.53687151984402,0,0,4.32326488711843,-2.64261524907874,0,0,0,0,0,0,0,0,-0.0130851138582124,-4.57714387626067,-3.20079872300062,0,0,-2.88683470238264,0,5.54394601303865,0,0,0,5.00014437757971,0,0,0,0,0,0,0,0,0,0
"ERR2239726",2.11237729066305,0,0,0,0,0,0,0,0,0,0,-6.20521325473793,0,0,0,0,1.8486243476181,0,0,0,0,0,0,-2.55174540096778,0,0,0,0,0,0,-3.81133651868143,0,0,-2.68215362205377,0,0,-4.41975268245641,0,-4.83208038105949,4.64562634710202,0,0,0,-0.0982034447010536,0,-2.10087014796158,0,0,0,0,-3.63881383637421,0,0,0,0,0,0,0
"ERR2239731",0,0,0,0,0,0,0,0,0,0,0,-3.30845623174946,0,0,0,0,-5.73041428800794,0,0,-3.91605923842485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.77465262411471,0,0,0,-3.32146142801185,0,0,2.80052975055035,-4.80583931832098,5.7529399486968,0,-2.50099023552826,0,5.23069353309682,0,0,-4.33184215716859,0,0,0,0,0,0,0
"ERR2239732",5.59344718118642,0,0,0,0,0,0,0,0,0,0,-5.58902424816759,0,0,0,0,0.861420590912951,0,0,0,0,0,0,0,6.00227210530764,0,0,0,0,0,0,0,0,-3.12929146218321,-2.55801654548379,0,0,0,-2.78351124040418,5.42009180419281,0,-2.55534550378914,-4.43061462337975,4.82118289181911,0,-2.872433301477,0,4.42598824345547,0,0,-4.97520041951098,0,0,0,0,0,0,0
"ERR2239734",0,0,0,0,0,0,0,0,0,0,0,-3.47524605683271,0,0,0,0,6.01930273923766,0,0,0,0,0,-2.29653174100028,0,0,0,3.95954777084482,0,0,0,0,0,0,-2.56254036837311,-5.26344937599064,0,0,0,-2.5966697908435,-4.43845011446849,0,0,-1.08201961575408,4.49756400822019,3.9777096566071,-2.93071746407708,5.07411206672198,0,0,0,-5.07615155041092,0,0,0,0,0,0,0
"ERR2239735",5.13992385877623,0,0,0,0,0,0,0,0,0,0,-6.32626762316601,0,0,0,0,1.25186382993207,0,0,0,0,0,0,-2.6965228848773,0,0,0,0,0,0,0,6.80378162347621,4.29049806617478,0,0,0,4.67051464037968,0,-2.27185853780233,0,0,0,0,3.93497441508278,0,-2.08753494756539,0,0,0,3.68478663324514,-3.61571659175888,0,0,0,0,0,0,0
"ERR2239736",3.91944315993258,0,0,0,0,0,0,0,0,0,0,-2.46257207568592,0,0,0,0,-4.26529995238837,0,0,0,0,0,0,-2.76764567528647,0,0,0,-2.4048398073789,0,4.7950053704904,-4.31355376889849,0,0,0,0,0,-4.79370292694444,-4.16530473044441,-3.3977514555033,0,0,-2.89903260102319,0,5.88507815242281,0,0,0,5.02127175777072,0,0,0,0,0,0,0,0,0,0
"ERR2239738",5.05620831996514,0,0,0,0,0,0,0,0,0,0,-3.63242475503402,0,0,0,0,6.29154423038986,0,0,0,0,0,-1.95178225506603,0,0,0,0,0,0,0,0,0,4.30471985347986,-1.88519641597761,0,0,0,0,-2.66438908169238,3.26525597471997,0,-2.28010673959464,0,4.61485726062299,3.38058603108572,-2.46594723891627,0,3.94926071965814,0,0,-4.27114590658717,0,0,0,0,0,0,0
"ERR2239739",0,0,0,0,0,0,0,0,0,0,0,-3.28700797878574,0,0,0,0,-5.69326482414119,0,0,-5.52539120205304,0,0,0,0,4.9076874451166,0,0,-2.86706658835357,0,0,0,0,0,0,0,0,0,4.96590499971154,-2.407165481924,0,0,-2.82269093799856,0,4.16933291691838,0,-3.08927047134402,0,4.88904411867776,0,0,-5.3507734146901,0,0,0,0,0,0,0
"ERR2239742",5.00244963761822,0,0,-3.16543799468651,0,0,0,0,0,0,0,-5.84639984110289,0,0,0,5.48269943500598,2.65384954924633,0,0,0,0,0,0,0,0,0,4.08882527324756,0,0,3.05611434749339,0,0,0,0,0,0,0,0,0,0,0,-3.03264124340054,0,0,0,-1.72865480551601,0,5.25268871469858,0,0,-2.99411795190183,3.0368682758459,0,0,0,0,0,0
"ERR2239743",0,0,0,0,0,0,0,0,0,0,0,-2.60812807487083,0,0,0,0,-4.51741033832309,0,0,0,0,0,0,-5.56888817155852,0,0,0,0,0,0,0,0,0,0,-3.27143874432466,0,-0.0672095459371866,0,-5.75246661316073,0,0,-3.35157332475762,5.66629811901964,0.100714405751942,0,-2.84760070161292,0,5.80509528377274,0,-4.4107011831126,-4.93218909486237,0,0,0,0,0,0,0
"ERR2239754",5.39561212754087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.57750021509944,0,-2.86735363892821,0,0,0,0,0,0,0,-3.11825414852939,0,0,-3.06578755009485,0,0,-2.64207558083446,0,-5.31009980197639,0,0,4.57620914344233,-4.46436132907193,-3.07567128412249,4.44769230391154,0,-4.96640218589117,0,5.32721893148077,0,-4.7487149507337,-5.40097461616533,0,0,0,0
"ERR2239755",0,0,0,0,0,0,0,0,0,0,0,-3.74948948940094,0,0,0,0,6.49430629808791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24203406700122,0,4.53286454839799,0,-2.52431408230636,0,0,-4.85707958551728,0,4.37224024481621,0,0,0.781486811202601,0,-1.99706458037559,0.0593600467585577,0,0,0,-3.45901731920674,0,0,0,0,0,0,0
"ERR2239759",5.79167698957606,0,0,0,0,0,0,0,0,0,0,-2.94652154260707,0,0,0,0,-5.10352501739168,0,4.06808298916199,0,0,0,0,0,0,0,0,0,0,4.18828985135111,0,0,4.97978912038374,-2.27805315222706,0,0,0,0,0,3.94570380199971,0,-2.86725126392601,0,0,0,-3.57427181880564,0,4.96622486718593,0,0,-6.19082039023298,0,0,0,0,0,0,0
"ERR2239760",6.49234280986856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.46262134652123,0,0,0,-2.55231818226715,0,0,0,0,0,0,0,-2.78193249247271,-0.53222400474091,4.42074476876854,-6.19413416335119,0,4.81844842018945,0,0,0.205235084498966,0,-2.5206075198981,0,0,0,0,-4.36582029040369,0,0,0,0,0,0,0
"ERR2239761",6.81713121019995,-5.43704633520921,0,0,0,0,0,0,0,0,0,-2.94204714540308,0,0,2.56116990805794,0,-5.09577513410111,0,0,0,0,-1.1536282662221,0,0,0,0,0,0,4.25782888294563,0,0,0,0,0,0,0,0,0,-6.02099242446013,0,0,-2.51147010851943,0,0.960171289956899,0,0,0,4.34999382964617,0,0,0,0,0,0,0,0,0,0
"ERR2239763",6.58256757241409,0,0,0,0,0,0,0,0,-0.86177820235663,0,-2.48175994298308,0,0,0,0,-4.29853431343594,0,0,0,0,0,0,0,0,0,0,-2.50979352180795,0,0,0,0,0,0,-2.59996407360898,-2.61642170665834,0,4.34708989627859,-2.93515270320719,0,4.53177532995832,0,-4.5032698733445,5.08383360992798,0,-2.83865124195496,0,0,0,0,-4.91668817603448,0,0,0,0,0,0,0
"ERR2239767",0,0,0,0,0,0,0,0,0,0,0,-2.78145436145869,0,0,0,0,-4.81762027298051,0,4.59342466281318,0,0,0,0,-3.21504056770314,0,0,0,0,0,0,0,0,0,-6.01088227410204,0,0,5.56861361165693,0,-5.22202961688471,1.23437145616034,0,-2.6964234229473,0,0.0382957891217443,0,-2.62690671985331,0,4.67034236726351,0,0,4.54993590553004,0,0,0,0,0,0,0
"ERR2239770",-3.00140601417649,0,0,0,0,0,0,0,0,0,0,-3.13691720396813,0,0,0,0,-5.4332999764097,0,0,0,0,0,0,-2.55277776339372,0,0,0,0,0,0,-5.19858771069648,0,0,0,0,0,4.42154078662996,0,-2.94068230753252,0,0,-3.29496616352128,0,5.09341116556521,0,-5.46511202830463,-0.165926752533086,5.70704880443916,0,0,-0.534667956098645,0,0,0,0,0,0,0
"ERR2239771",5.71853720266852,-3.07534542855784,0,0,0,0,0,0,0,0,0,-2.77550459890515,0,0,0,0,-4.8073149819448,0,0,0,0,-5.32665453308686,0,-2.70345409861135,0,0,0,0,0,0,0,0,0,0,0,0,-4.68251985472518,0,0.293257371304438,0,0,-5.77192876455978,0,-0.516794619437928,0,0,0,0.0946565947743682,0,0,0,0,0,0,0,0,0,0
"ERR2239780",4.68904170029981,0,0,0,0,0,-5.49097879463695,0,0,0,0,-5.67174248849052,0,-3.57792285500215,0,0,0.624109199788378,0,0,0,0,0,0,0,5.50916010375934,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.53358739472991,0,0,-3.02043086868508,0,6.12035290065715,0,0,0,5.23153972531196,0,0,0,0,0,0,0,0,0,0
