oldID,newID
204516_and_39491_and_47770,39491__47770_204516
1623_and_1735_and_28111,1735__1623_28111
1286_and_53345_and_573,53345__573_1286
287_and_582_and_584,584__287_582
1351_and_1358_and_1363,1358__1351_1363
1283_and_1318,1283__1318
154046_and_310297,154046__310297
329_and_501496,329__501496
116085_and_384638,116085__384638
310298_and_376804,310298__376804
158836_and_54291,54291__158836
1352_and_562_and_820,1352__562_820
40214_and_40324_and_550,550__40214_40324
216816_and_39488,39488__216816
363265_and_454155_and_45851,363265__45851_454155
287_and_582,287__582
562_and_820,562__820
457412_and_751585,457412__751585
40545_and_665951,40545__665951
39486_and_626940,39486__626940
1286_and_573,573__1286
1623_and_28111,1623__28111
1118061_and_1354_and_328814,1354__328814_1118061
28116_and_46228_and_46506,46228__28116_46506
1680_and_411489_and_43765,1680__43765_411489
1351_and_1363,1351__1363
322095_and_817,817__322095
371601_and_40518_and_46503,371601__40518_46503
454155_and_45851,45851__454155
166486_and_552398,166486__552398
204516_and_47770,47770__204516
1689_and_33038_and_546,546__1689_33038
28126_and_328813_and_624,328813__624_28126
387090_and_39492_and_47678,387090__39492_47678
487174_and_626933_and_823,626933__823_487174
100886_and_165179_and_218538,100886__165179_218538
28116_and_46506,28116__46506
40518_and_46503,40518__46503
33043_and_357276_and_853,33043__853_357276
39492_and_47678,39492__47678
165179_and_218538,165179__218538
246787_and_33039_and_821,33039__821_246787
487174_and_823,823__487174
357276_and_853,853__357276
1118061_and_328814,328814__1118061
28117_and_28125_and_818,28125__818_28117
239935_and_301301,239935__301301
246787_and_821,821__246787
411489_and_43765,43765__411489
296_and_674529,296__674529
28117_and_818,818__28117
291644_and_328812,291644__328812
40520_and_729,729__40520
28126_and_624,624__28126
1689_and_33038,1689__33038
40214_and_40324,40214__40324
1681_and_261299_and_303,303__1681_261299
1681_and_261299,1681__261299
