oldID,newID
329854_and_33038,33038__329854
1547_and_349096,1547__349096
39484_and_78342,39484__78342
1661050_and_216778_and_40324,1661050__40324_216778
1582_and_328814,1582__328814
1646377_and_48296_and_487175,48296__487175_1646377
1827099_and_243924_and_28026,243924__28026_1827099
216778_and_40324,40324__216778
28901_and_40214_and_46503,40214__28901_46503
309120_and_905,905__309120
1280_and_28025,1280__28025
1561_and_28038_and_470,28038__470_1561
1681_and_341225_and_861,1681__861_341225
28132_and_470565,28132__470565
1646377_and_487175,487175__1646377
261299_and_28117_and_76759,76759__28117_261299
1827099_and_28026,28026__1827099
1687_and_33037_and_626933,626933__1687_33037
185294_and_589437,185294__589437
180282_and_658457_and_70775,180282__70775_658457
38286_and_441500,38286__441500
157687_and_228604,157687__228604
40681_and_45067_and_46867,45067__40681_46867
28901_and_46503,28901__46503
1264_and_1358_and_376805,376805__1264_1358
187452_and_28091_and_77095,77095__28091_187452
104663_and_1611423_and_196024,104663__196024_1611423
261299_and_28117,28117__261299
1113609_and_1453492_and_28454,1453492__28454_1113609
1510_and_2088_and_626937,2088__1510_626937
187327_and_218538_and_876,876__187327_218538
169435_and_36848_and_626931,36848__169435_626931
1311_and_1691_and_29354,1311__1691_29354
28118_and_626932_and_82135,82135__28118_626932
1010_and_317_and_33069,1010__317_33069
157692_and_1902_and_310300,310300__1902_157692
225991_and_32013,32013__225991
251535_and_36835_and_97478,36835__97478_251535
370979_and_490189_and_511,490189__511_370979
1113609_and_28454,28454__1113609
1401_and_1559_and_36745,1401__1559_36745
245_and_387661_and_405446,245__387661_405446
1264_and_1358,1264__1358
1303_and_28037_and_29466,1303__28037_29466
1308_and_28125_and_60133,60133__1308_28125
28130_and_386414_and_76517,386414__28130_76517
108980_and_67269_and_850,67269__850_108980
1282_and_28126_and_29356,1282__28126_29356
202956_and_28090_and_40216,28090__40216_202956
316_and_421767_and_47880,421767__316_47880
101564_and_290309_and_80866,290309__80866_101564
38986_and_40518_and_47678,38986__40518_47678
1571_and_189722_and_47884,1571__47884_189722
516075_and_588,588__516075
33029_and_33032,33029__33032
187327_and_218538,187327__218538
106654_and_471,471__106654
1597_and_39496_and_574375,1597__39496_574375
1522_and_187491_and_36874,187491__1522_36874
290588_and_43770_and_79880,290588__43770_79880
187452_and_28091,28091__187452
1260_and_28116_and_536633,1260__28116_536633
169435_and_626931,169435__626931
1535_and_173480_and_246787,173480__1535_246787
1510_and_626937,1510__626937
310514_and_38304,38304__310514
28118_and_626932,28118__626932
1467_and_182710_and_487698,1467__182710_487698
1254_and_1590_and_2741,2741__1254_1590
1504_and_239974_and_633701,239974__1504_633701
1121298_and_1506_and_384638,1506__384638_1121298
387661_and_405446,387661__405446
1307_and_1487956_and_1725,1487956__1307_1725
137732_and_1532_and_308892,308892__1532_137732
1611423_and_196024,196024__1611423
191295_and_305719_and_588932,191295__305719_588932
39485_and_39492_and_45254,45254__39485_39492
376804_and_37734_and_56810,56810__37734_376804
1308_and_28125,1308__28125
1379_and_1844653_and_41976,1844653__1379_41976
28446_and_36847_and_83617,83617__28446_36847
1223514_and_1859290_and_483012,1859290__483012_1223514
189722_and_47884,47884__189722
103892_and_535744,103892__535744
1580_and_29348_and_301301,1580__29348_301301
658457_and_70775,70775__658457
40518_and_47678,40518__47678
47770_and_59310,47770__59310
166486_and_301_and_626930,301__166486_626930
29370_and_53408,29370__53408
1522_and_36874,1522__36874
1535_and_246787,1535__246787
1267_and_1584_and_216935,1267__1584_216935
28126_and_29356,28126__29356
1428_and_184870,1428__184870
28116_and_536633,28116__536633
1352_and_34038_and_43131,34038__1352_43131
28037_and_29466,28037__29466
370979_and_511,511__370979
108980_and_850,850__108980
101564_and_80866,80866__101564
1307_and_1725,1307__1725
29552_and_35825_and_901,35825__901_29552
39778_and_488_and_729,488__729_39778
46506_and_589436_and_856,856__46506_589436
39485_and_39492,39485__39492
1504_and_633701,1504__633701
118748_and_1735_and_35833,118748__1735_35833
2139_and_33031,2139__33031
28127_and_39486,28127__39486
202611_and_33034_and_39497,202611__33034_39497
143393_and_185293,143393__185293
305719_and_588932,305719__588932
1254_and_1590,1254__1590
317_and_33069,317__33069
29348_and_301301,29348__301301
425941_and_860,860__425941
182710_and_487698,182710__487698
376804_and_37734,37734__376804
1379_and_41976,1379__41976
316_and_47880,316__47880
1223514_and_483012,483012__1223514
43770_and_79880,43770__79880
137732_and_1532,1532__137732
1515_and_39490_and_44749,39490__1515_44749
1121298_and_384638,384638__1121298
28111_and_351091_and_47879,47879__28111_351091
166486_and_626930,166486__626930
46506_and_589436,46506__589436
1584_and_216935,1584__216935
100884_and_1630_and_38288,38288__1630_100884
376806_and_671267,376806__671267
1755607_and_33935,33935__1755607
218284_and_76853_and_88688,88688__76853_218284
33043_and_587753_and_882211,587753__33043_882211
1633_and_1680_and_585,1633__585_1680
1561_and_470,470__1561
40681_and_46867,40681__46867
341225_and_861,861__341225
1144673_and_271420,271420__1144673
293_and_33039_and_52787,33039__293_52787
1735_and_35833,1735__35833
1121830_and_163877,163877__1121830
28130_and_76517,28130__76517
1687_and_33037,1687__33037
1148157_and_29524,29524__1148157
1691_and_29354,1691__29354
29552_and_901,901__29552
105229_and_39645_and_745310,745310__39645_105229
191610_and_284042_and_40543,191610__40543_284042
105229_and_39645,39645__105229
147709_and_208596_and_2751,208596__2751_147709
218284_and_76853,76853__218284
263475_and_703,703__263475
147709_and_2751,2751__147709
29461_and_871324,29461__871324
1727_and_46228,1727__46228
1113741_and_481743,481743__1113741
157692_and_1902,1902__157692
202956_and_40216,40216__202956
153151_and_270498,153151__270498
251535_and_97478,97478__251535
284042_and_40543,40543__284042
122355_and_216816_and_55197,55197__122355_216816
1113922_and_163665_and_851,851__163665_1113922
39496_and_574375,39496__574375
1685_and_437898_and_547163,547163__1685_437898
1623_and_207340_and_328812,207340__1623_328812
137591_and_287_and_310298,137591__287_310298
1352_and_43131,1352__43131
101070_and_28128,28128__101070
1496_and_208479_and_410072,1496__208479_410072
28112_and_28131_and_562,28131__562_28112
479117_and_584_and_839,479117__584_839
102862_and_183417,102862__183417
39778_and_729,729__39778
28111_and_351091,28111__351091
204516_and_820_and_821,204516__820_821
33034_and_39497,33034__39497
100884_and_1630,1630__100884
1515_and_44749,1515__44749
40519_and_57706_and_907,57706__907_40519
40520_and_52226_and_69825,52226__40520_69825
114527_and_214856_and_45851,114527__45851_214856
1304_and_291644_and_84032,1304__84032_291644
1680_and_585,585__1680
28446_and_36847,28446__36847
33043_and_882211,33043__882211
1559_and_36745,1559__36745
122355_and_216816,122355__216816
293_and_52787,293__52787
1685_and_437898,1685__437898
1623_and_328812,1623__328812
287_and_310298,287__310298
1113709_and_310297_and_823,1113709__823_310297
208479_and_410072,208479__410072
584_and_839,584__839
33035_and_387090_and_84030,33035__84030_387090
165179_and_239935_and_879,879__165179_239935
40519_and_907,907__40519
1161942_and_328813_and_40215,40215__328813_1161942
214856_and_45851,45851__214856
40520_and_69825,40520__69825
28112_and_562,562__28112
106648_and_454154_and_817,106648__817_454154
291644_and_84032,84032__291644
1755626_and_197614_and_818,197614__818_1755626
1113922_and_163665,163665__1113922
310297_and_823,823__310297
820_and_821,820__821
387090_and_84030,84030__387090
165179_and_239935,165179__239935
1161942_and_328813,328813__1161942
454154_and_817,817__454154
1755626_and_818,818__1755626
