"","Part","BalanceID","Component","Group","d.group"
"149","1","33038__329854","33038","33038__3298541","p__Terrabacteria group"
"336","-1","33038__329854","329854","33038__329854-1","p__FCB group"
"490","1","1547__349096","1547","1547__3490961","p__Terrabacteria group"
"756","-1","1547__349096","349096","1547__349096-1","p__Terrabacteria group"
"1007","1","39484__78342","39484","39484__783421","p__Terrabacteria group"
"1066","-1","39484__78342","78342","39484__78342-1","p__Terrabacteria group"
"1438","-1","1661050__40324_216778","40324","1661050__40324_216778-1","p__Proteobacteria"
"1553","-1","1661050__40324_216778","216778","1661050__40324_216778-1","p__Proteobacteria"
"1665","1","1661050__40324_216778","1661050","1661050__40324_2167781","p__Proteobacteria"
"1749","1","1582__328814","1582","1582__3288141","p__Terrabacteria group"
"2007","-1","1582__328814","328814","1582__328814-1","p__FCB group"
"2301","1","48296__487175_1646377","48296","48296__487175_16463771","p__Proteobacteria"
"2455","-1","48296__487175_1646377","487175","48296__487175_1646377-1","p__Proteobacteria"
"2499","-1","48296__487175_1646377","1646377","48296__487175_1646377-1","p__Proteobacteria"
"2613","-1","243924__28026_1827099","28026","243924__28026_1827099-1","p__Terrabacteria group"
"2819","1","243924__28026_1827099","243924","243924__28026_18270991","p__Proteobacteria"
"2924","-1","243924__28026_1827099","1827099","243924__28026_1827099-1","p__Terrabacteria group"
"3110","1","40324__216778","40324","40324__2167781","p__Proteobacteria"
"3225","-1","40324__216778","216778","40324__216778-1","p__Proteobacteria"
"3473","-1","40214__28901_46503","28901","40214__28901_46503-1","p__Proteobacteria"
"3525","1","40214__28901_46503","40214","40214__28901_465031","p__Proteobacteria"
"3545","-1","40214__28901_46503","46503","40214__28901_46503-1","p__FCB group"
"3801","1","905__309120","905","905__3091201","p__Terrabacteria group"
"4090","-1","905__309120","309120","905__309120-1","p__Terrabacteria group"
"4227","1","1280__28025","1280","1280__280251","p__Terrabacteria group"
"4284","-1","1280__28025","28025","1280__28025-1","p__Terrabacteria group"
"4609","-1","28038__470_1561","470","28038__470_1561-1","p__Proteobacteria"
"4672","-1","28038__470_1561","1561","28038__470_1561-1","p__Terrabacteria group"
"4705","1","28038__470_1561","28038","28038__470_15611","p__Terrabacteria group"
"5051","-1","1681__861_341225","861","1681__861_341225-1","p__Fusobacteria"
