"","Part","BalanceID","Component","Group","d.group"
"192","1","44749__48296","44749","44749__482961","p__Terrabacteria group"
"206","-1","44749__48296","48296","44749__48296-1","p__Proteobacteria"
"594","-1","376804__40520_351091","40520","376804__40520_351091-1","p__Terrabacteria group"
"736","-1","376804__40520_351091","351091","376804__40520_351091-1","p__Terrabacteria group"
"739","1","376804__40520_351091","376804","376804__40520_3510911","p__FCB group"
"1004","1","40520__351091","40520","40520__3510911","p__Terrabacteria group"
"1146","-1","40520__351091","351091","40520__351091-1","p__Terrabacteria group"
"1294","1","1504__39492_397865","1504","1504__39492_3978651","p__Terrabacteria group"
"1402","-1","1504__39492_397865","39492","1504__39492_397865-1","p__Terrabacteria group"
"1566","-1","1504__39492_397865","397865","1504__39492_397865-1","p__FCB group"
"1739","1","2088__626930","2088","2088__6269301","p__Terrabacteria group"
"2009","-1","2088__626930","626930","2088__626930-1","p__FCB group"
"2222","1","39492__397865","39492","39492__3978651","p__Terrabacteria group"
"2386","-1","39492__397865","397865","39492__397865-1","p__FCB group"
"2479","1","582__187491_1859290","582","582__187491_18592901","p__Proteobacteria"
"2736","-1","582__187491_1859290","187491","582__187491_1859290-1","p__Terrabacteria group"
"2870","-1","582__187491_1859290","1859290","582__187491_1859290-1","p__Terrabacteria group"
"2948","-1","84032__1590_40518","1590","84032__1590_40518-1","p__Terrabacteria group"
"3052","-1","84032__1590_40518","40518","84032__1590_40518-1","p__Terrabacteria group"
"3104","1","84032__1590_40518","84032","84032__1590_405181","p__Terrabacteria group"
"3454","-1","253239__39497_84030","39497","253239__39497_84030-1","p__Terrabacteria group"
"3513","-1","253239__39497_84030","84030","253239__39497_84030-1","p__Terrabacteria group"
"3583","1","253239__39497_84030","253239","253239__39497_840301","p__Terrabacteria group"
"3855","1","39029__187327_536633","39029","39029__187327_5366331","p__Terrabacteria group"
"3964","-1","39029__187327_536633","187327","39029__187327_536633-1","p__Terrabacteria group"
"4051","-1","39029__187327_536633","536633","39029__187327_536633-1","p__Terrabacteria group"
"4178","1","1590__40518","1590","1590__405181","p__Terrabacteria group"
"4282","-1","1590__40518","40518","1590__40518-1","p__Terrabacteria group"
"4610","1","2139__28125_179995","2139","2139__28125_1799951","p__Terrabacteria group"
"4624","-1","2139__28125_179995","28125","2139__28125_179995-1","p__FCB group"
"4777","-1","2139__28125_179995","179995","2139__28125_179995-1","p__Proteobacteria"
"5030","1","28111__29375","28111","28111__293751","p__FCB group"
"5052","-1","28111__29375","29375","28111__29375-1","p__Terrabacteria group"
"5369","1","905__28446_29370","905","905__28446_293701","p__Terrabacteria group"
"5454","-1","905__28446_29370","28446","905__28446_29370-1","p__Terrabacteria group"
"5461","-1","905__28446_29370","29370","905__28446_29370-1","p__Terrabacteria group"
"5916","-1","452084__39778_40214","39778","452084__39778_40214-1","p__Terrabacteria group"
"5918","-1","452084__39778_40214","40214","452084__39778_40214-1","p__Proteobacteria"
"6085","1","452084__39778_40214","452084","452084__39778_402141","p__FCB group"
"6243","-1","115979__1717_163877","1717","115979__1717_163877-1","p__Terrabacteria group"
"6397","1","115979__1717_163877","115979","115979__1717_1638771","p__Terrabacteria group"
"6412","-1","115979__1717_163877","163877","115979__1717_163877-1","p__Terrabacteria group"
"6734","1","39497__84030","39497","39497__840301","p__Terrabacteria group"
"6793","-1","39497__84030","84030","39497__84030-1","p__Terrabacteria group"
"7221","-1","1465521__133926_1148157","133926","1465521__133926_1148157-1","p__Terrabacteria group"
"7359","-1","1465521__133926_1148157","1148157","1465521__133926_1148157-1","p__Proteobacteria"
"7366","1","1465521__133926_1148157","1465521","1465521__133926_11481571","p__Terrabacteria group"
"7654","1","187327__536633","187327","187327__5366331","p__Terrabacteria group"
"7741","-1","187327__536633","536633","187327__536633-1","p__Terrabacteria group"
"7881","-1","59310__1691_508460","1691","59310__1691_508460-1","p__Terrabacteria group"
"8007","1","59310__1691_508460","59310","59310__1691_5084601","p__Terrabacteria group"
"8148","-1","59310__1691_508460","508460","59310__1691_508460-1","p__Synergistetes"
"8314","1","28125__179995","28125","28125__1799951","p__FCB group"
"8467","-1","28125__179995","179995","28125__179995-1","p__Proteobacteria"
"8811","1","47770__410072","47770","47770__4100721","p__Terrabacteria group"
"8948","-1","47770__410072","410072","47770__410072-1","p__Terrabacteria group"
"9092","-1","29360__1547_39483","1547","29360__1547_39483-1","p__Terrabacteria group"
"9150","1","29360__1547_39483","29360","29360__1547_394831","p__Terrabacteria group"
"9186","-1","29360__1547_39483","39483","29360__1547_39483-1","p__Terrabacteria group"
"9641","-1","376806__53408_1661050","53408","376806__53408_1661050-1","p__Proteobacteria"
"9761","1","376806__53408_1661050","376806","376806__53408_16610501","p__FCB group"
"9832","-1","376806__53408_1661050","1661050","376806__53408_1661050-1","p__Proteobacteria"
"9862","-1","46228__588_1646377","588","46228__588_1646377-1","p__Proteobacteria"
"10036","1","46228__588_1646377","46228","46228__588_16463771","p__Terrabacteria group"
"10240","-1","46228__588_1646377","1646377","46228__588_1646377-1","p__Proteobacteria"
"10320","-1","82135__1532_28137","1532","82135__1532_28137-1","p__Terrabacteria group"
"10373","-1","82135__1532_28137","28137","82135__1532_28137-1","p__FCB group"
"10480","1","82135__1532_28137","82135","82135__1532_281371","p__Terrabacteria group"
"10681","-1","305719__585_187452","585","305719__585_187452-1","p__Proteobacteria"
"10935","-1","305719__585_187452","187452","305719__585_187452-1","p__Terrabacteria group"
"10973","1","305719__585_187452","305719","305719__585_1874521","p__FCB group"
"11152","1","1630__309120","1630","1630__3091201","p__Terrabacteria group"
"11385","-1","1630__309120","309120","1630__309120-1","p__Terrabacteria group"
"11764","1","202956__216778_1144673","202956","202956__216778_11446731","p__Proteobacteria"
"11769","-1","202956__216778_1144673","216778","202956__216778_1144673-1","p__Proteobacteria"
"11868","-1","202956__216778_1144673","1144673","202956__216778_1144673-1","p__Proteobacteria"
"11931","1","1010__76759_999468","1010","1010__76759_9994681","p__FCB group"
"12113","-1","1010__76759_999468","76759","1010__76759_999468-1","p__Proteobacteria"
"12272","-1","1010__76759_999468","999468","1010__76759_999468-1","p__FCB group"
"12476","1","39778__40214","39778","39778__402141","p__Terrabacteria group"
"12478","-1","39778__40214","40214","39778__40214-1","p__Proteobacteria"
"12716","-1","40519__293_28901","293","40519__293_28901-1","p__Proteobacteria"
"12836","-1","40519__293_28901","28901","40519__293_28901-1","p__Proteobacteria"
"12893","1","40519__293_28901","40519","40519__293_289011","p__Terrabacteria group"
"13150","-1","153721__839_1510","839","153721__839_1510-1","p__FCB group"
"13186","-1","153721__839_1510","1510","153721__839_1510-1","p__Terrabacteria group"
"13379","1","153721__839_1510","153721","153721__839_15101","p__FCB group"
"13655","-1","1113609__28454_243924","28454","1113609__28454_243924-1","p__FCB group"
"13830","-1","1113609__28454_243924","243924","1113609__28454_243924-1","p__Proteobacteria"
"13914","1","1113609__28454_243924","1113609","1113609__28454_2439241","p__FCB group"
"13963","1","726__729_28117","726","726__729_281171","p__Proteobacteria"
"13964","-1","726__729_28117","729","726__729_28117-1","p__Proteobacteria"
"14052","-1","726__729_28117","28117","726__729_28117-1","p__FCB group"
"14471","-1","77095__28135_535744","28135","77095__28135_535744-1","p__FCB group"
"14574","1","77095__28135_535744","77095","77095__28135_5357441","p__FCB group"
"14710","-1","77095__28135_535744","535744","77095__28135_535744-1","p__Proteobacteria"
"14923","-1","441500__38304_425941","38304","441500__38304_425941-1","p__Terrabacteria group"
"15102","-1","441500__38304_425941","425941","441500__38304_425941-1","p__FCB group"
"15104","1","441500__38304_425941","441500","441500__38304_4259411","p__Terrabacteria group"
"15310","-1","173480__33031_184870","33031","173480__33031_184870-1","p__Terrabacteria group"
"15436","1","173480__33031_184870","173480","173480__33031_1848701","p__FCB group"
"15441","-1","173480__33031_184870","184870","173480__33031_184870-1","p__Terrabacteria group"
"15642","1","1467__33029_33032","1467","1467__33029_330321","p__Terrabacteria group"
"15719","-1","1467__33029_33032","33029","1467__33029_33032-1","p__Terrabacteria group"
"15721","-1","1467__33029_33032","33032","1467__33029_33032-1","p__Terrabacteria group"
"16110","-1","239974__28132_470565","28132","239974__28132_470565-1","p__FCB group"
"16289","1","239974__28132_470565","239974","239974__28132_4705651","p__Terrabacteria group"
