"","Part","BalanceID","Component","Group","d.group"
"3","1","329__820_853","329","329__820_8531","p__Proteobacteria"
"17","-1","329__820_853","820","329__820_853-1","p__FCB group"
"20","-1","329__820_853","853","329__820_853-1","p__Terrabacteria group"
"144","1","823__39491","823","823__394911","p__FCB group"
"181","-1","823__39491","39491","823__39491-1","p__Terrabacteria group"
"275","1","1304__1358_1363","1304","1304__1358_13631","p__Terrabacteria group"
"281","-1","1304__1358_1363","1358","1304__1358_1363-1","p__Terrabacteria group"
"282","-1","1304__1358_1363","1363","1304__1358_1363-1","p__Terrabacteria group"
"433","1","40214__40324","40214","40214__403241","p__Proteobacteria"
"434","-1","40214__40324","40324","40214__40324-1","p__Proteobacteria"
"546","1","28130__116085_371601","28130","28130__116085_3716011","p__FCB group"
"576","-1","28130__116085_371601","116085","28130__116085_371601-1","p__Terrabacteria group"
"603","-1","28130__116085_371601","371601","28130__116085_371601-1","p__FCB group"
"641","-1","1282__818_47678","818","1282__818_47678-1","p__FCB group"
"647","1","1282__818_47678","1282","1282__818_476781","p__Terrabacteria group"
"694","-1","1282__818_47678","47678","1282__818_47678-1","p__FCB group"
"791","-1","411489__28111_357276","28111","411489__28111_357276-1","p__FCB group"
"850","-1","411489__28111_357276","357276","411489__28111_357276-1","p__FCB group"
"858","1","411489__28111_357276","411489","411489__28111_3572761","p__Terrabacteria group"
"892","1","820__853","820","820__8531","p__FCB group"
"895","-1","820__853","853","820__853-1","p__Terrabacteria group"
"1112","-1","674529__487175_552398","487175","674529__487175_552398-1","p__Proteobacteria"
"1114","-1","674529__487175_552398","552398","674529__487175_552398-1","p__Terrabacteria group"
"1121","1","674529__487175_552398","674529","674529__487175_5523981","p__FCB group"
"1220","1","328812__363265_384638","328812","328812__363265_3846381","p__FCB group"
"1227","-1","328812__363265_384638","363265","328812__363265_384638-1","p__FCB group"
"1230","-1","328812__363265_384638","384638","328812__363265_384638-1","p__Terrabacteria group"
"1271","1","1260__33043","1260","1260__330431","p__Terrabacteria group"
"1301","-1","1260__33043","33043","1260__33043-1","p__Terrabacteria group"
"1377","-1","1582__296_626940","296","1582__296_626940-1","p__Proteobacteria"
"1408","1","1582__296_626940","1582","1582__296_6269401","p__Terrabacteria group"
"1494","-1","1582__296_626940","626940","1582__296_626940-1","p__Terrabacteria group"
"1581","-1","626932__165179_360807","165179","626932__165179_360807-1","p__FCB group"
"1601","-1","626932__165179_360807","360807","626932__165179_360807-1","p__Terrabacteria group"
"1617","1","626932__165179_360807","626932","626932__165179_3608071","p__FCB group"
"1679","-1","100886__39486_410072","39486","100886__39486_410072-1","p__Terrabacteria group"
"1700","1","100886__39486_410072","100886","100886__39486_4100721","p__Terrabacteria group"
"1732","-1","100886__39486_410072","410072","100886__39486_410072-1","p__Terrabacteria group"
"1826","1","116085__371601","116085","116085__3716011","p__Terrabacteria group"
"1853","-1","116085__371601","371601","116085__371601-1","p__FCB group"
"1947","1","54291__158836","54291","54291__1588361","p__Proteobacteria"
"1955","-1","54291__158836","158836","54291__158836-1","p__Proteobacteria"
"2089","1","291644__751585","291644","291644__7515851","p__FCB group"
"2122","-1","291644__751585","751585","291644__751585-1","p__Terrabacteria group"
"2166","1","28111__357276","28111","28111__3572761","p__FCB group"
"2225","-1","28111__357276","357276","28111__357276-1","p__FCB group"
"2251","-1","582__287_88431","287","582__287_88431-1","p__Proteobacteria"
"2261","1","582__287_88431","582","582__287_884311","p__Proteobacteria"
"2324","-1","582__287_88431","88431","582__287_88431-1","p__Terrabacteria group"
"2389","1","729__46506_166486","729","729__46506_1664861","p__Proteobacteria"
"2443","-1","729__46506_166486","46506","729__46506_166486-1","p__FCB group"
"2457","-1","729__46506_166486","166486","729__46506_166486-1","p__Terrabacteria group"
"2508","-1","1283__562_328813","562","1283__562_328813-1","p__Proteobacteria"
"2523","1","1283__562_328813","1283","1283__562_3288131","p__Terrabacteria group"
"2596","-1","1283__562_328813","328813","1283__562_328813-1","p__FCB group"
"2641","1","818__47678","818","818__476781","p__FCB group"
"2694","-1","818__47678","47678","818__47678-1","p__FCB group"
"2787","1","1689__1735_216816","1689","1689__1735_2168161","p__Terrabacteria group"
"2788","-1","1689__1735_216816","1735","1689__1735_216816-1","p__Terrabacteria group"
"2835","-1","1689__1735_216816","216816","1689__1735_216816-1","p__Terrabacteria group"
"2879","-1","550__545_624","545","550__545_624-1","p__Proteobacteria"
"2882","1","550__545_624","550","550__545_6241","p__Proteobacteria"
"2888","-1","550__545_624","624","550__545_624-1","p__Proteobacteria"
"3009","-1","1286__571_573","571","1286__571_573-1","p__Proteobacteria"
"3010","-1","1286__571_573","573","1286__571_573-1","p__Proteobacteria"
"3024","1","1286__571_573","1286","1286__571_5731","p__Terrabacteria group"
"3227","1","363265__384638","363265","363265__3846381","p__FCB group"
"3230","-1","363265__384638","384638","363265__384638-1","p__Terrabacteria group"
"3255","-1","40519__546_33039","546","40519__546_33039-1","p__Proteobacteria"
"3300","-1","40519__546_33039","33039","40519__546_33039-1","p__Terrabacteria group"
"3311","1","40519__546_33039","40519","40519__546_330391","p__Terrabacteria group"
"3405","1","1354__40545_310297","1354","1354__40545_3102971","p__Terrabacteria group"
"3438","-1","1354__40545_310297","40545","1354__40545_310297-1","p__Proteobacteria"
"3467","-1","1354__40545_310297","310297","1354__40545_310297-1","p__FCB group"
"3502","1","296__626940","296","296__6269401","p__Proteobacteria"
"3619","-1","296__626940","626940","296__626940-1","p__Terrabacteria group"
"3706","1","165179__360807","165179","165179__3608071","p__FCB group"
"3726","-1","165179__360807","360807","165179__360807-1","p__Terrabacteria group"
"3837","-1","626933__239935_246787","239935","626933__239935_246787-1","p__PVC group"
"3838","-1","626933__239935_246787","246787","626933__239935_246787-1","p__FCB group"
"3868","1","626933__239935_246787","626933","626933__239935_2467871","p__FCB group"
"3876","1","287__88431","287","287__884311","p__Proteobacteria"
"3949","-1","287__88431","88431","287__88431-1","p__Terrabacteria group"
"4008","1","562__328813","562","562__3288131","p__Proteobacteria"
"4096","-1","562__328813","328813","562__328813-1","p__FCB group"
"4170","1","28126__46228_328814","28126","28126__46228_3288141","p__FCB group"
"4191","-1","28126__46228_328814","46228","28126__46228_328814-1","p__Terrabacteria group"
"4222","-1","28126__46228_328814","328814","28126__46228_328814-1","p__FCB group"
"4265","-1","322095__817_218538","817","322095__817_218538-1","p__FCB group"
"4336","-1","322095__817_218538","218538","322095__817_218538-1","p__Terrabacteria group"
"4344","1","322095__817_218538","322095","322095__817_2185381","p__FCB group"
"4418","-1","338188__28117_40518","28117","338188__28117_40518-1","p__FCB group"
"4435","-1","338188__28117_40518","40518","338188__28117_40518-1","p__Terrabacteria group"
"4474","1","338188__28117_40518","338188","338188__28117_405181","p__FCB group"
"4505","1","546__33039","546","546__330391","p__Proteobacteria"
"4550","-1","546__33039","33039","546__33039-1","p__Terrabacteria group"
"4659","1","1623__1680_45851","1623","1623__1680_458511","p__Terrabacteria group"
"4660","-1","1623__1680_45851","1680","1623__1680_45851-1","p__Terrabacteria group"
"4690","-1","1623__1680_45851","45851","1623__1680_45851-1","p__Terrabacteria group"
"4818","1","46506__166486","46506","46506__1664861","p__FCB group"
"4832","-1","46506__166486","166486","46506__166486-1","p__Terrabacteria group"
"4893","-1","665951__821_204516","821","665951__821_204516-1","p__FCB group"
"4958","-1","665951__821_204516","204516","665951__821_204516-1","p__FCB group"
"4995","1","665951__821_204516","665951","665951__821_2045161","p__Terrabacteria group"
"5087","1","239935__246787","239935","239935__2467871","p__PVC group"
"5088","-1","239935__246787","246787","239935__246787-1","p__FCB group"
"5188","1","40545__310297","40545","40545__3102971","p__Proteobacteria"
"5217","-1","40545__310297","310297","40545__310297-1","p__FCB group"
"5265","1","817__218538","817","817__2185381","p__FCB group"
"5336","-1","817__218538","218538","817__218538-1","p__Terrabacteria group"
"5384","1","571__573","571","571__5731","p__Proteobacteria"
"5385","-1","571__573","573","571__573-1","p__Proteobacteria"
"5553","-1","501496__39485_39492","39485","501496__39485_39492-1","p__Terrabacteria group"
"5557","-1","501496__39485_39492","39492","501496__39485_39492-1","p__Terrabacteria group"
"5613","1","501496__39485_39492","501496","501496__39485_394921","p__FCB group"
"5660","1","1680__45851","1680","1680__458511","p__Terrabacteria group"
"5690","-1","1680__45851","45851","1680__45851-1","p__Terrabacteria group"
"5788","1","1735__216816","1735","1735__2168161","p__Terrabacteria group"
"5835","-1","1735__216816","216816","1735__216816-1","p__Terrabacteria group"
"5893","1","821__204516","821","821__2045161","p__FCB group"
"5958","-1","821__204516","204516","821__204516-1","p__FCB group"
"6026","1","1318__28026_147207","1318","1318__28026_1472071","p__Terrabacteria group"
"6040","-1","1318__28026_147207","28026","1318__28026_147207-1","p__Terrabacteria group"
"6077","-1","1318__28026_147207","147207","1318__28026_147207-1","p__Terrabacteria group"
"6191","1","46228__328814","46228","46228__3288141","p__Terrabacteria group"
"6222","-1","46228__328814","328814","46228__328814-1","p__FCB group"
"6292","-1","37734__28116_487174","28116","37734__28116_487174-1","p__FCB group"
"6302","1","37734__28116_487174","37734","37734__28116_4871741","p__Terrabacteria group"
"6361","-1","37734__28116_487174","487174","37734__28116_487174-1","p__FCB group"
"6466","1","301301__457412","301301","301301__4574121","p__Terrabacteria group"
"6485","-1","301301__457412","457412","301301__457412-1","p__Terrabacteria group"
"6543","1","28117__40518","28117","28117__405181","p__FCB group"
"6560","-1","28117__40518","40518","28117__40518-1","p__Terrabacteria group"
"6678","1","39485__39492","39485","39485__394921","p__Terrabacteria group"
"6682","-1","39485__39492","39492","39485__39492-1","p__Terrabacteria group"
"6823","1","74426__147802","74426","74426__1478021","p__Terrabacteria group"
"6828","-1","74426__147802","147802","74426__147802-1","p__Terrabacteria group"
"6906","1","1358__1363","1358","1358__13631","p__Terrabacteria group"
"6907","-1","1358__1363","1363","1358__1363-1","p__Terrabacteria group"
"7042","1","28116__487174","28116","28116__4871741","p__FCB group"
"7111","-1","28116__487174","487174","28116__487174-1","p__FCB group"
"7237","1","487175__552398","487175","487175__5523981","p__Proteobacteria"
"7239","-1","487175__552398","552398","487175__552398-1","p__Terrabacteria group"
"7286","-1","43765__1681_754333","1681","43765__1681_754333-1","p__Terrabacteria group"
"7314","1","43765__1681_754333","43765","43765__1681_7543331","p__Terrabacteria group"
"7373","-1","43765__1681_754333","754333","43765__1681_754333-1","p__Proteobacteria"
"7379","1","545__624","545","545__6241","p__Proteobacteria"
"7388","-1","545__624","624","545__624-1","p__Proteobacteria"
"7536","1","1681__754333","1681","1681__7543331","p__Terrabacteria group"
"7623","-1","1681__754333","754333","1681__754333-1","p__Proteobacteria"
"7653","1","1352__1353","1352","1352__13531","p__Terrabacteria group"
"7654","-1","1352__1353","1353","1352__1353-1","p__Terrabacteria group"
"7804","1","39486__410072","39486","39486__4100721","p__Terrabacteria group"
"7857","-1","39486__410072","410072","39486__410072-1","p__Terrabacteria group"
"7915","1","28026__147207","28026","28026__1472071","p__Terrabacteria group"
"7952","-1","28026__147207","147207","28026__147207-1","p__Terrabacteria group"
